pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
620.0855,599.881,0,34.175,32.02,52.907,45.394,2512.054,22.54534,20.00797,33.1678,49.56124,1.345278,6.977928,0.081083
619.9847,599.6765,0,33.577,31.669,53.966,46.919,1912.045,21.80654,19.8598,32.62732,49.56306,1.179584,5.311235,0.070498
620.2015,599.7466,0,32.476,31.778,52.547,47.887,1788.677,21.26377,19.90395,32.12522,50.49919,0.867847,4.968546,0.052333
620.3236,599.9207,0,31.928,30.82,53.498,49.431,1656.372,20.7324,19.78827,31.46405,51.44455,0.119444,4.601034,0.011106
600.1374,599.9481,0,30.82,28.9,59.375,52.608,1600.898,20.52645,19.92678,29.80828,56.19197,0.044236,4.446939,0.004523
620.0947,599.8107,0,28.92,27.268,71.042,58.597,1590.815,22.24929,19.99123,27.94097,66.24127,0.161042,4.418931,0.007921
620.3328,599.7802,0,27.958,26.678,75.258,71.07,1605.6,22.30878,21.90531,27.14609,73.96005,0.468403,4.46,0.013842
620.2503,599.7741,0,26.688,26.068,78.258,75.102,1619.187,22.0924,21.84908,26.29942,77.05306,0.535417,4.497742,0.013513
620.2625,599.884,0,26.077,25.496,81.13,78.222,1605.233,22.07525,21.92615,25.74127,79.75204,0.593542,4.458981,0.012927
620.1954,599.8412,0,25.516,25.156,83.058,81.128,1583.482,22.14001,22.02321,25.2749,82.40015,0.436042,4.398561,0.009157
620.1984,599.768,0,25.316,25.104,86.258,82.894,1606.009,22.69496,22.1275,25.1961,84.60213,0.661875,4.461137,0.010953
619.9603,599.8229,0,25.196,24.995,88.076,86.23,1544.068,22.94785,22.66123,25.10393,87.18572,0.074792,4.289078,0.003053
620.2289,599.7497,0,24.995,24.523,90.554,88.035,1416.582,23.04805,22.83588,24.82193,89.23906,0,3.934951,0.001959
620.2228,599.9023,0,24.794,24.535,91.859,90.55,1437.096,23.33847,22.90344,24.68526,91.28177,0,3.991934,0.001974
600.058,599.7344,0,24.644,24.464,92.953,91.804,1406.123,23.33654,23.17392,24.5482,92.38779,0,3.905897,0.001932
600.0702,599.7344,0,24.535,24.102,95.016,92.945,1363.129,23.40514,23.23619,24.33878,93.92256,0,3.786469,0.001875
600.058,599.7344,0,25.056,24.093,95.586,93.672,1425.432,24.04018,23.24574,24.35609,95.19553,0,3.959533,0.003496
600.9463,599.7344,0,27.248,24.995,93.672,83.031,1853.071,24.60362,23.80344,26.05029,88.96126,0.001181,5.147419,0.004486
619.8474,599.8382,0,29.451,27.088,83.216,70.892,2424.239,24.30835,22.84625,27.80096,77.97778,1.815001,6.733998,0.044565
620.1801,599.7344,0,29.41,28.089,74.55,69.707,2250.28,23.66479,22.61782,28.57343,72.29231,2.450209,6.250776,0.070516
620.1984,599.765,0,30.63,28.2,72.527,62.392,2847.844,23.67365,22.26894,29.71565,66.60744,2.167223,7.910679,0.078771
620.2381,599.7985,0,32,29.59,67.512,59.347,2501.273,23.97146,21.8705,30.61089,62.86172,1.814167,6.94798,0.075525
620.0916,599.71,0,32.029,30.279,61.819,56.757,2291.179,23.32242,21.64972,31.16548,59.10502,1.750764,6.364386,0.080499
620.2381,599.765,0,32.808,30.76,60.166,53.363,2043.416,22.69836,21.29722,31.56512,56.6244,1.601041,5.676155,0.07881
620.1618,599.9023,0,32.258,30.978,59.127,53.457,1708.778,22.48031,21.184,31.40385,56.82214,0.926458,4.746606,0.04815
620.2656,599.8962,0,34.175,31.08,58.826,48.871,2031.03,23.13732,21.3642,31.87456,55.88918,0.398889,5.641751,0.025105
620.3174,599.7222,0,34.505,29.49,65.64,48.466,2089.955,23.72065,21.73059,30.83677,61.78857,2.612639,5.80543,0.10489
620.2595,599.768,0,29.49,26.046,78.886,64.011,1453.5,22.14388,21.2375,27.06637,72.54158,1.618611,4.037501,0.046928
620.2381,599.8901,0,26.046,24.896,84.832,78.824,1558.307,22.34645,22.02838,25.33947,82.58469,1.049097,4.328629,0.016769
620.2534,599.9207,0,24.915,23.672,86.128,84.375,1607.135,22.25936,21.18197,24.19538,85.12689,0.814653,4.464264,0.011985
620.2259,599.8321,0,23.752,23.612,88.652,85.984,1532.752,21.75332,21.20052,23.67901,87.27814,0.216319,4.257643,0.004597
620.1893,599.8565,0,24.054,23.511,89.506,88.404,1469.57,22.18061,21.56315,23.73019,89.15025,0.050069,4.08214,0.002523
620.0794,599.7253,0,24.202,23.862,89.648,88.802,1548.133,22.31458,22.04111,24.0708,89.1169,0.805556,4.30037,0.009094
620.2259,599.7344,0,23.872,23.502,90.613,89.531,1681.164,22.09012,21.77059,23.62779,89.84229,1.632362,4.669899,0.013219
620.1771,599.7802,0,23.532,23.35,92.531,90.584,1661.18,22.16388,21.89291,23.46329,91.79047,0.830834,4.614389,0.007415
620.2076,599.7344,0,23.452,23.171,92.949,92.34,1576.836,22.17578,21.97558,23.34351,92.53364,0.023681,4.380101,0.002274
619.9939,599.7222,0,23.191,22.97,93.707,92.914,1508.753,22.03149,21.83389,23.05371,93.28502,0.113958,4.190982,0.002706
600.9554,599.7497,0,23.141,22.91,93.576,91.184,1515.322,21.89388,21.58995,23.0287,92.4954,0.097361,4.209228,0.002694
600.8608,599.7497,0,23.09,22.499,93.875,91.212,1471.913,21.6806,21.43639,22.85389,92.3175,0.001944,4.088647,0.002
600.1038,599.8229,0,22.509,21.988,96.832,93.9,1388.503,21.59451,21.34748,22.18485,95.53135,0,3.856953,0.001873
600.4457,599.9939,0,22.89,21.947,97.396,96.617,1435.724,22.36333,21.44019,22.19807,97.04806,0,3.988122,0.003457
600.4121,599.765,0,24.664,22.84,96.57,89.867,1699.744,22.96092,22.22499,23.65771,93.79292,0,4.721511,0.004053
620.2076,599.7344,0,26.087,24.644,89.922,84.867,2056.881,23.66906,22.78372,25.25872,87.98035,0.848055,5.713559,0.014686
620.1526,599.7955,0,27.368,25.856,85.628,78.539,2138.473,23.63437,22.92954,26.5077,82.67342,1.241806,5.940204,0.026034
620.2167,599.7344,0,28.2,26.928,80.128,72.936,2225.885,23.86592,22.69186,27.75805,76.28669,1.642014,6.183013,0.043527
619.823,599.7558,0,28.57,27.88,75.156,69.52,1795.244,23.41322,22.24611,28.13587,73.37086,2.097361,4.986788,0.058508
620.1832,599.7497,0,29.83,28.359,70.508,65.035,1911.493,23.01253,22.17237,29.1803,67.29134,1.813472,5.309703,0.064286
620.0947,599.7375,0,31,29.33,66.869,61.304,1950.503,23.23975,22.11226,30.20937,63.83961,1.537222,5.418065,0.062563
620.3174,599.7527,0,30.99,26.538,82.039,60.541,1733.778,23.60829,22.15891,28.74172,71.14507,2.159236,4.81605,0.065256
619.9817,599.7619,0,27.54,26.578,81.777,75.172,1755.194,23.53245,22.66079,26.90081,79.46201,1.267569,4.875539,0.029926
620.2045,599.7344,0,28.138,27.068,79.59,74.044,1782.373,23.49773,22.54966,27.55874,76.22966,1.919167,4.951036,0.048386
620.2259,599.7802,0,27.598,26.116,85.65,78.926,1682.116,23.79447,23.36918,26.81963,82.35503,1.97743,4.672544,0.037066
620.2137,599.7405,0,26.157,25.275,89.8,85.357,1627.184,23.59712,23.40647,25.72632,87.41206,1.433542,4.519955,0.015618
620.1893,599.765,0,25.275,21.686,95.732,87.207,1631.622,23.62963,20.65704,23.80444,91.26195,1.217708,4.532283,0.009795
620.0092,599.9329,0,22.268,21.746,97.066,95.64,1568.224,21.75509,21.08799,22.04438,96.54594,0.001528,4.356179,0.002071
600.7021,600.0183,0,22.248,21.857,97.855,96.578,1474.751,21.78017,21.46364,22.03723,97.33807,0,4.096531,0.001961
600.3846,600.0031,0,22.248,21.917,98.455,97.752,1428.424,22.00547,21.57741,22.09322,98.20006,0,3.967845,0.001907
