data_hora,record,pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
'2016-07-18 05:00:00',21381,620.2869,599.7497,0,22609,22258,97029,95088,2513648,22.0371,21.61792,22.41057,96.21245,0,6.982357,0.00313079
'2016-07-18 06:00:00',21382,620.3328,599.7894,0,22.47,21888,97863,96871,2515049,21.9976,21.53436,22.26888,97.29205,0,6.986248,0.00312411
'2016-07-18 07:00:00',21383,620.1801,599.7344,0,22.94,21466,98.66,96.8,2631553,22.4915,21.18584,21.91622,98.11611,0,7.309871,0.005829814
'2016-07-18 08:00:00',21384,620.2686,599.7497,0,24554,22.85,97.05,86738,3135296,22.83919,21.82587,23.53679,93.13403,0.3407639,8.709154,0.009135412
'2016-07-18 09:00:00',21385,600.9249,599765,0,26796,24132,86576,67968,3788813,22.21274,20.30327,25.40682,77.33172,2.052848,10.52448,0.05058266
'2016-07-18 10:00:00',21386,620.2869,599.7802,0,28859,26796,69434,58922,4663486,20.87841,19.69738,27.70871,63.57888,2.51,12.95413,0.0960199
'2016-07-18 11:00:00',21387,619.8962,599.7955,0,30.77,27678,62834,51833,4681203,20.76516,19.52026,29.12708,57.92636,1.930208,13.00334,0.09141008
'2016-07-18 12:00:00',21388,620.3724,599.7497,0,32488,30.01,55064,45533,5267194,20.31358,18.93202,31.19464,50.08337,1.954722,14.63109,0.1130138
'2016-07-18 13:00:00',21389,620.0732,599.7344,0,33567,31579,50757,41732,5333.41,20.39732,18.49187,32.58027,45.25387,1.678542,14.81503,0.1111335
'2016-07-18 14:00:00',21390,620.0886,599.7344,0,34685,32568,45599,37.81,5128.21,20.06581,17.65098,33.63862,41.63705,1.570694,14.24503,0.1128581
'2016-07-18 15:00:00',21391,619.9695,599.7497,0,35433,33986,40286,34662,4822674,19.54854,16.97444,34.65334,37.61945,1.913543,13.39632,0.1429923
'2016-07-18 16:00:00',21392,620.0458,599.7497,0,36271,34216,38896,32.74,4256321,18.70356,16.70914,35.16538,35.06482,1.332013,11.82311,0.1088251
'2016-07-18 17:00:00',21393,618.4585,599.9084,0,35534,33017,37383,32201,3154077,17.69442,15.70272,34.30997,34.44306,0.8148611,8.761324,0.06940646
'2016-07-18 18:00:00',21394,600.8699,599.9451,0,34384,31928,39417,32851,2747237,16.79758,15.46556,33.22263,35.96041,0.5086111,7.631215,0.04447553
'2016-07-18 19:00:00',21395,620.1008,599.7833,0,31.97,29138,52842,38.59,2505895,18.74143,16.01944,30.35502,46.15825,1.205278,6.960818,0.06154117
'2016-07-18 20:00:00',21396,620.0458,599.7894,0,29.15,27598,59087,52777,2499764,18.94118,18.52341,28.31808,55.80379,1.829236,6.943789,0.06530777
'2016-07-18 21:00:00',21397,601.9109,599.7802,0,27598,25927,69562,59.18,2510221,19.97814,18.93261,26.81149,64.61524,2.119166,6.972836,0.05562437
'2016-07-18 22:00:00',21398,619.9329,599.7222,0,25927,25036,71898,69531,2516416,19.9624,19.37296,25.39312,70.30612,1.923611,6.990044,0.04247328
'2016-07-18 23:00:00',21399,620.3602,599.9298,0,25075,24334,82699,71.9,2516663,21.35311,19.64446,24.68688,77.70786,1.430139,6.99073,0.02639773
'2016-07-19 00:00:00',21400,620.3663,599.7344,0,24453,24253,87976,82605,2516448,22.20277,21.24852,24.37224,85.8342,1.825278,6.990133,0.02015061
'2016-07-19 01:00:00',21401,620.2991,599.7741,0,24273,23964,90361,87976,2508687,22.33698,22.16055,24.10728,89.44138,1.841875,6.968575,0.0155183
'2016-07-19 02:00:00',21402,620.2869,599765,0,23993,23852,91008,90359,2496967,22.38124,22.28826,23.92015,90.78997,0.6684027,6.93602,0.008007762
'2016-07-19 03:00:00',21403,600.9249,599.7344,0,23862,23441,92016,90822,2472692,22.31369,22.05727,23.67506,91.21265,0.1783333,6.868589,0.004508388
'2016-07-19 04:00:00',21404,619.9207,599.7344,0,23612,23411,93226,91962,2478216,22.38559,22.1004,23.51163,92.4771,0.2672916,6.883933,0.004816141
'2016-07-19 05:00:00',21405,600.8608,599.7253,0,23642,23292,93172,91164,2496458,22.31326,21.85761,23.48882,92.05435,0.03708334,6.934606,0.003422127
'2016-07-19 06:00:00',21406,600.1282,599.7497,0,23292,22.55,92972,91304,2463572,21.86262,21.29326,22.94749,91.90751,0,6.843255,0.003106585
'2016-07-19 07:00:00',21407,600.0854,599.7222,0,23331,22348,93994,90363,2578864,21.84074,21.30243,22.62337,93.19988,0.02034722,7.163511,0.005926297
'2016-07-19 08:00:00',21408,620.29,599.7222,0,24664,23302,90371,81718,3062682,21.79159,20.99459,24.14882,84.31339,1.629097,8.507451,0.02977892
'2016-07-19 09:00:00',21409,620.3022,599.7589,0,27499,24632,81777,67945,3724993,21.81045,20.4816,25.96132,75.24884,1.510347,10.3472,0.04379221
'2016-07-19 10:00:00',21410,619.9939,599.7222,0,28.57,26878,68078,61697,3813869,21.62424,19.60758,27.57409,63.9057,1.794444,10.59408,0.07154319
'2016-07-19 11:00:00',21411,600.9219,599.7497,0,29.17,27178,64.8,58878,3392559,20.88451,19.57099,27.63848,62.7006,1.021042,9.423776,0.04651257
'2016-07-19 12:00:00',21412,620.2991,599.8565,0,31.57,28.47,62992,48.88,5065901,21.45747,19.00768,29.85363,55.93147,1.419861,14.07195,0.07632148
'2016-07-19 13:00:00',21413,620.3236,599.7222,0,32818,29.82,55115,43.65,5300754,20.51763,18.18244,31.62859,47.76971,1.507013,14.72432,0.09609437
'2016-07-19 14:00:00',21414,620.0488,599.8871,0,34015,31.43,48226,39935,5106126,19.90798,17.83019,32.61709,43.98431,1.375556,14.18368,0.0959883
'2016-07-19 15:00:00',21415,620.1069,599.9329,0,34544,32438,43583,36367,4375927,19.23621,17.00278,33.5311,39.83971,1.354722,12.15535,0.1008208
'2016-07-19 16:00:00',21416,620.0732,599.9207,0,35484,32648,40721,33136,4131875,19.23387,16.59676,34.48686,35.97908,1.044861,11.47743,0.08641531
'2016-07-19 17:00:00',21417,620.0947,599.8993,0,35234,33698,35962,33118,3559874,16.98179,15.77607,34.29648,34.42601,1.349306,9.888539,0.1081297
'2016-07-19 18:00:00',21418,620.1496,599.7253,0,34474,32048,37782,33564,2658807,16.75547,15.45735,32.77672,36.32199,0.6933333,7.385575,0.05672416
'2016-07-19 19:00:00',21419,620.1282,599.7344,0,32029,29.31,46208,36944,2524.57,16.58325,15.35309,31.04607,39.28061,0.2401389,7.012695,0.01935982
'2016-07-19 20:00:00',21420,600.2961,599.7924,0,29291,26198,54094,44843,2516261,16.75427,15.56153,27.38674,49.57594,0,6.989613,0.003500994
'2016-07-19 21:00:00',21421,619.9756,599.9298,0,26857,25104,61218,52667,2511787,18.6711,15.84607,26.00037,56.40476,0.3759722,6.977186,0.01891721
'2016-07-19 22:00:00',21422,620.4182,599.7772,0,26726,25596,72594,61185,2520066,20.3324,18.64755,26.12021,68.03597,0.8357638,7.000183,0.02621913
'2016-07-19 23:00:00',21423,619.9481,599.8504,0,25615,24613,84117,72684,2510339,21.77526,20.36207,25.09777,78.30207,1.262431,6.973163,0.02401394
'2016-07-20 00:00:00',21424,620.3511,599765,0,24604,24263,87852,84164,2510702,22.18758,21.7462,24.39561,86.70428,0.6810415,6.974173,0.0106117
'2016-07-20 01:00:00',21425,620.3724,599.7344,0,24375,24214,88.57,87512,2506923,22.34792,22.07255,24.29269,88.03443,0.4677084,6.963675,0.007954926
'2016-07-20 02:00:00',21426,620.3236,599.8229,0,24484,24324,88359,87.55,2512457,22.33575,22.15587,24.38766,87.78629,0.85875,6.979048,0.01140911
'2016-07-20 03:00:00',21427,600.9158,599765,0,24353,23652,89544,87734,2515322,22.21809,21.83285,24.03503,88.61115,0.4285417,6.987006,0.007341811
'2016-07-20 04:00:00',21428,619.8352,599.8382,0,23652,23212,91508,89514,2511383,21.93159,21.63275,23.38906,90.73238,0.040625,6.976063,0.003517865
'2016-07-20 05:00:00',21429,620.3969,599765,0,23322,22409,92804,90.5,2482936,21.74144,21.19396,22.95785,91.37633,0,6.897045,0.003130595
'2016-07-20 06:00:00',21430,600.0702,599.7497,0,22399,21225,96.01,92746,2413731,21.29302,20.51108,21.84736,94.61951,0,6.70481,0.00300626
'2016-07-20 07:00:00',21431,600.0702,599.8229,0,22409,20843,97312,94726,2566248,21.60746,20.31846,21.28032,96.56133,0,7.128468,0.005667142
'2016-07-20 08:00:00',21432,619.7405,599.7497,0,25126,22358,94791,80058,3290956,22.45706,21.33215,24.19448,86.96822,0.7306944,9.141544,0.01631871
'2016-07-20 09:00:00',21433,619.7985,599.7955,0,26908,24815,80.92,68113,3556966,21.9904,20.31696,25.91371,75.06911,1.299514,9.88046,0.03909532
'2016-07-20 10:00:00',21434,619.8505,599.8565,0,29.77,26456,68775,53651,4492241,20.87621,18.8325,27.63223,62.83337,1.807709,12.47845,0.07527918
'2016-07-20 11:00:00',21435,620.2991,599.7192,0,31208,27158,60953,46974,4225553,19.8092,17.90665,28.56344,55.28316,1.566597,11.73765,0.07996699
'2016-07-20 12:00:00',21436,620.0305,599.7375,0,31458,28978,54292,44103,5465055,19.18668,17.4312,30.48075,47.61789,1.706459,15.18071,0.104853
'2016-07-20 13:00:00',21437,619.9481,599765,0,33046,30529,47925,38003,5389641,18.75969,16.6594,31.76224,42.7353,1.997985,14.97123,0.1318951
'2016-07-20 14:00:00',21438,620.4457,599.9207,0,34246,32.09,41457,31984,5225201,17.58374,14.70029,33.04549,36.50952,1.857152,14.51445,0.1390568
'2016-07-20 15:00:00',21439,620.1282,599.9084,0,34576,32546,35697,29814,4819222,16.32291,13.78395,33.69109,32.01897,1.626251,13.38673,0.1329572
'2016-07-20 16:00:00',21440,620113,599.7009,0,34765,32998,33412,28034,4241964,15.24862,13.17324,34.05793,29.82182,1.263889,11.78323,0.1099597
'2016-07-20 17:00:00',21441,620.0825,599.8107,0,35173,33606,31087,27146,3550056,14.72857,12.76677,34.47198,28.43879,0.7259029,9.861266,0.06912158
'2016-07-20 18:00:00',21442,620.1191,599.7222,0,33677,31.34,34863,28598,2754711,14.54412,12.66119,32.59598,31.00975,0.8381252,7.651976,0.07181487
'2016-07-20 19:00:00',21443,600403,599.8871,0,31.31,28.84,40632,33284,2514553,14.15614,13.12319,29.81841,37.04173,0.002777778,6.98487,0.003854846
'2016-07-20 20:00:00',21444,600.0854,599.8107,0,29.02,27208,45341,40364,2506915,14.7097,14.03617,28.08376,42.83044,0,6.963652,0.003555553
'2016-07-20 21:00:00',21445,620.3907,599.9023,0,27509,26238,68117,44361,2514406,19.91775,14.22427,26.84668,55.18032,1.002569,6.98446,0.04158657
'2016-07-20 22:00:00',21446,620.0214,599.7741,0,26276,25066,79658,67.96,2526.45,21.32862,19.85288,25.6701,74.0675,1.563264,7.017918,0.03302982
'2016-07-20 23:00:00',21447,620.0275,599.9207,0,25056,24163,85.84,79688,2521717,21.67949,21.31703,24.5247,83.35327,0.9519445,7.004768,0.01565841
'2016-07-21 00:00:00',21448,619.9207,599.7802,0,24214,24003,87678,85.84,2518526,22.01633,21.60619,24.11792,86.96557,0.5870833,6.995904,0.009542091
'2016-07-21 01:00:00',21449,619.9084,599.7863,0,24234,24064,88008,87607,2507716,22.09478,21.92879,24.16519,87.81008,0.7777083,6.965877,0.01069154
'2016-07-21 02:00:00',21450,619.8871,599826,0,24112,23872,87871,87451,2499.79,21.95875,21.69707,23.97422,87.63261,1.311736,6.943861,0.01461866
'2016-07-21 03:00:00',21451,620.3907,599.8412,0,23912,23.09,89609,87449,2513113,21.72781,21.28946,23588,88.17529,0.5178472,6.98087,0.008226763
'2016-07-21 04:00:00',21452,600.9402,599.8412,0,23.1,22338,92.27,89576,2488.65,21.33901,20.99254,22.71663,91.00901,0.1348611,6.912916,0.004175982
'2016-07-21 05:00:00',21453,620.3358,599884,0,22418,21888,93626,92102,2483491,21.26675,20.66145,22.0949,92.90199,0,6.898585,0.00309761
'2016-07-21 06:00:00',21454,600.2076,599.9603,0,22418,21225,95.82,93359,2473635,21.37712,20.51563,21.83967,94.42532,0,6.871208,0.003072978
'2016-07-21 07:00:00',21455,600.1923,599.8871,0,22078,20784,97094,94738,2609449,21.22874,20.22183,21.17281,96.3321,0,7.248469,0.005746431
'2016-07-21 08:00:00',21456,620.2381,599765,0,25376,22038,94726,76808,3370743,22.14414,20.61725,24.04522,86.02032,0.03895834,9.363176,0.008092515
'2016-07-21 09:00:00',21457,620.3236,599765,0,27319,25134,77.02,61916,4077.09,21.6461,19.32054,26507,69.98077,0.7589585,11.32525,0.03208703
'2016-07-21 10:00:00',21458,619.8657,599.7497,0,29978,27.2,63308,50009,4550145,20.14451,17.46061,28.40788,56.36864,1.444861,12.63929,0.07377973
'2016-07-21 11:00:00',21459,620.0427,599.8596,0,30.6,28.65,56407,42742,4934855,19.24739,15.86046,29.49442,48.90655,1.919861,13.70793,0.1097217
'2016-07-21 12:00:00',21460,619.9237,599.7497,0,31.72,29.75,47634,36.16,4925762,17.67165,14.12091,30.66405,40.13688,1.984654,13.68267,0.1331024
'2016-07-21 13:00:00',21461,619.9817,599.7497,0,33497,31.38,39699,30696,5330.32,16.60306,13.90963,32.16756,35.73914,2.087778,14.80644,0.1530321
'2016-07-21 14:00:00',21462,600.9341,599765,0,34566,32636,34524,24474,5239089,15.28646,11.33686,33.56052,29.02652,1.488889,14.55303,0.129028
'2016-07-21 15:00:00',21463,620.0825,599.8871,0,35035,33407,26962,21966,4814918,12.54438,10.07272,34.46209,24.04692,1.652639,13.37477,0.1511718
'2016-07-21 16:00:00',21464,619.9359,599.9207,0,35931,34365,24478,20596,4153613,11.88064,9.343944,35.0172,22.23022,1.109306,11.53781,0.109363
'2016-07-21 17:00:00',21465,620116,599.7497,0,35333,34216,23992,20804,3340029,11.16228,9.318327,34.72752,22.11183,1.065625,9.277859,0.103574
'2016-07-21 18:00:00',21466,620.1465,599.7253,0,34316,31.49,26152,22243,2684005,10.29101,9.277195,33.18731,23.63381,0.7025001,7.455571,0.06810668
'2016-07-21 19:00:00',21467,620.1191,599.8412,0,31.9,30.08,26946,24568,2481374,9.984272,8.616304,31.10939,25.74524,0.4506251,6.892705,0.03844173
'2016-07-21 20:00:00',21468,600.9402,599.8718,0,31041,27.2,32985,25558,2515454,9.902277,8.946136,29.00826,29.1329,0.2695834,6.987372,0.02343275
'2016-07-21 21:00:00',21469,600.8394,599.7955,0,27239,24194,45824,32.3,2520.76,11.85225,9.01999,25.78633,38.16769,0.03618055,7.002111,0.005812632
'2016-07-21 22:00:00',21470,619.9268,599.8412,0,25216,23341,61767,43.23,2543286,16.45192,10.15759,24.66282,53.43351,0.3686806,7.064684,0.0192332
'2016-07-21 23:00:00',21471,600931,599829,0,24304,23652,73777,61427,2577284,18.83059,16.19691,24.04691,67.37517,0.4152085,7.159123,0.0154441
'2016-07-22 00:00:00',21472,600.9524,599.9176,0,23652,22.75,79.75,73.84,2604793,19.54862,18.72607,23.15208,77.63194,0,7.235536,0.003325366
'2016-07-22 01:00:00',21473,600.4915,599.9146,0,23281,22.73,85186,79922,2660863,20.52385,19.14094,23.08378,82.18639,0,7.391286,0.003368889
'2016-07-22 02:00:00',21474,600.9158,599.8046,0,23161,22689,90.34,85078,2665,21.36268,20.4428,22.88378,88.13667,0.01701389,7.402779,0.003528628
'2016-07-22 03:00:00',21475,619.8932,599.7344,0,22.81,21846,93934,90262,2685.54,21.44612,20.59558,22.54893,91.89281,0,7.459834,0.003342429
'2016-07-22 04:00:00',21476,600.0702,599.8412,0,22499,21185,95277,92878,2693871,21.45191,20.33381,21.88305,94.38892,0,7.482974,0.003318653
'2016-07-22 05:00:00',21477,600.8883,599.9207,0,21566,19.98,96908,94738,2695487,20.78387,19.42569,20.67963,95.83202,0,7.487465,0.00326834
'2016-07-22 06:00:00',21478,620293,599.8046,0,20422,19258,97.98,96504,2702503,20.08064,18.88566,19.76778,97.28847,0,7.506953,0.003233043
'2016-07-22 07:00:00',21479,600.6563,600.3083,0,21144,18906,98.77,96785,2867649,20.66209,18.55299,19.4664,97.93668,0,7.965692,0.006108865
'2016-07-22 08:00:00',21480,600.8364,599.7772,0,24954,21144,96.8,81258,3595684,22.47452,20.44932,23.42752,89.76019,0.1052778,9.98801,0.008962927
'2016-07-22 09:00:00',21481,619.7253,599.7589,0,27388,24794,82214,63677,4185895,21.85471,19.33102,26.38843,71.44738,1.141945,11.62749,0.0412731
'2016-07-22 10:00:00',21482,620.3602,599.8718,0,29951,26276,66812,47488,4788.28,20.44503,17.55095,27.84504,59.67365,1.724097,13.30078,0.07883329
'2016-07-22 11:00:00',21483,620.0549,599.8107,0,30.72,28.35,52191,39701,5194245,18.14424,15.00382,29.73558,45.34079,2.114028,14.42846,0.127298
'2016-07-22 12:00:00',21484,620.0305,599.7344,0,32636,30359,42135,33652,5529082,16.60523,14.35187,31.25813,38.21045,2.244305,15.35856,0.1546076
'2016-07-22 13:00:00',21485,620.3328,599.7802,0,33289,31.1,39099,30236,5313.61,15.81213,12.81483,32.27893,33.49495,2.100139,14.76003,0.1590403
'2016-07-22 14:00:00',21486,619.9237,599.8321,0,34853,32378,35156,26425,5234455,15.64287,12.44838,33.63466,29.98973,1.422222,14.54015,0.1227448
'2016-07-22 15:00:00',21487,620.1679,599.8901,0,34835,32796,30054,22464,4449771,13.3878,10.01755,33.6781,26.66314,1.523751,12.36048,0.1341254
'2016-07-22 16:00:00',21488,620.1923,599.8565,0,34455,32968,25699,22091,3825661,11.70329,8.848028,33.71516,23.63459,1.619236,10.62684,0.1454951
'2016-07-22 17:00:00',21489,620.1069,599.6856,0,33876,32777,25029,19.82,3401428,10.46814,7.351585,33.42145,21.74813,1.489792,9.44841,0.1369616
'2016-07-22 18:00:00',21490,620.1099,599.7527,0,33427,30.9,21926,19622,2769287,8.674938,6.092467,32.46129,20.62214,0.6829862,7.692464,0.06835742
'2016-07-22 19:00:00',21491,620116,599.9176,0,31.25,29279,23032,20434,2530577,6.80462,5.403765,30.29486,21.71967,0.4840972,7.029382,0.04230091
'2016-07-22 20:00:00',21492,619.9268,599.9207,0,30.24,25878,28839,20894,2537.04,7.287027,5.323209,28.00647,24844,0.2215277,7.047332,0.02078994
'2016-07-22 21:00:00',21493,620.0764,599.7833,0,26796,24774,58327,26206,2586615,16.59313,5.557375,25.91522,46.99858,1.173472,7.18504,0.05355208
'2016-07-22 22:00:00',21494,620.0427,599.7711,0,24754,23952,69123,57125,2608966,18.17392,15.58808,24.29501,63.0372,0.3273611,7.247127,0.01454063
'2016-07-22 23:00:00',21495,600.9188,599.9176,0,24163,23.05,81796,69086,2650915,19.87526,18.12481,23.74654,75.24341,0.7670833,7.363652,0.01877384
'2016-07-23 00:00:00',21496,600.9036,599.9329,0,23.07,22689,85102,81617,2670714,20.1422,19.61402,22.84463,83.21027,0,7.41865,0.003367413
'2016-07-23 01:00:00',21497,600.5189,599.9451,0,22.74,22.46,89934,85.07,2686904,20.82738,20.08685,22.59646,87.87247,0.01548611,7.463623,0.003530029
'2016-07-23 02:00:00',21498,620.3236,599.7344,0,22.87,22409,91.73,89826,2689416,21.37867,20.80232,22.64121,90.85014,0.09423611,7.470601,0.004099492
'2016-07-23 03:00:00',21499,619826,599.7283,0,22.78,21425,93746,91148,2657716,21.30939,20.36273,22.25031,92.28236,0.03729166,7.382545,0.003544448
'2016-07-23 04:00:00',21500,600.3083,599.9146,0,21968,20643,96126,93748,2633567,21.09194,19.96179,21.21567,94.82601,0,7.315463,0.003225213
'2016-07-23 05:00:00',21501,600.2381,599.8412,0,20764,19568,97762,95846,2634515,20.10343,19.16577,20.18234,96.83368,0,7.318098,0.003178902
'2016-07-23 06:00:00',21502,600.0702,599.8107,0,20041,19308,98926,97576,2635526,19.86319,19.06081,19.60883,98.20737,0,7.320906,0.003152037
'2016-07-23 07:00:00',21503,600.0702,599.7497,0,21286,19238,99367,96.68,2828247,20.83394,19.00003,19.87894,98.40509,0,7.85624,0.006065187
'2016-07-23 08:00:00',21504,600.9219,599.7497,0,25294,21164,97109,76224,3454482,22.25045,20652,23.48728,88.47884,0,9.595784,0.007669526
'2016-07-23 09:00:00',21505,620.2656,599.7009,0,27148,25085,76.96,65.5,3964166,21.03792,19.59513,26.22902,70.46325,1.346458,11.01157,0.04725484
'2016-07-23 10:00:00',21506,620.2869,599.6948,0,29041,26796,66488,54127,4691144,20.59944,18.57024,27.74603,61.34046,2.540693,13.03095,0.1024572
'2016-07-23 11:00:00',21507,619.9207,599.7375,0,31.34,28188,57011,44136,5140585,19.26859,16.56325,29.50543,51.28809,2.101528,14.2794,0.1134597
'2016-07-23 12:00:00',21508,620.0427,599.8138,0,31909,29708,50.87,39636,4997313,18.96711,16.3201,30.74919,44.57723,1.82625,13.88143,0.1161076
'2016-07-23 13:00:00',21509,619.9664,599.8565,0,33736,31.02,44548,33701,5530315,18.15846,14.83077,32.47094,38.10502,1.598056,15.36199,0.1194321
'2016-07-23 14:00:00',21510,620.0305,599.9207,0,34435,31.9,38269,32164,4715401,16.59403,14.28484,33.02521,34.45034,1.836667,13.09834,0.1407676
'2016-07-23 15:00:00',21511,620.1526,599.9176,0,34933,32768,34994,28.52,4769738,15.9864,13.71393,33.79034,31.67488,1.556806,13.24927,0.1288205
'2016-07-23 16:00:00',21512,620.1435,599.7802,0,35663,33487,33763,26854,4589341,15.50815,12.97232,34.59689,28.65495,1.608681,12.74817,0.1391587
'2016-07-23 17:00:00',21513,619.9359,599.7985,0,35054,33017,30064,27104,3585.57,13.91948,12.61215,33.8243,28.57835,1.403402,9.959917,0.1203805
'2016-07-23 18:00:00',21514,609.2491,599.8412,0,33718,30.92,32.94,28593,2804706,13.50076,12.59535,32.50142,30.59241,1.001319,7.790849,0.0842614
'2016-07-23 19:00:00',21515,620.1069,599.7497,0,30951,29.31,35609,32.5,2531455,12.81858,12.47585,30.08668,34.09554,1.02993,7.031818,0.06586778
'2016-07-23 20:00:00',21516,620.0916,599.7253,0,29.38,28.41,36997,35229,2530213,12.70486,12.13095,28.88492,36.17638,0.2827083,7.02837,0.02218223
'2016-07-23 21:00:00',21517,619.9207,599.8718,0,29.35,27499,38705,34119,2528112,12.39852,11.87064,28.54382,36.17226,0.2146528,7.022533,0.01782154
'2016-07-23 22:00:00',21518,620.0305,599.8474,0,27938,25326,44478,36966,2537418,12.66795,11.73769,26.76074,40.36196,0.3109027,7.048383,0.02171757
'2016-07-23 23:00:00',21519,620.3724,599.9054,0,26437,24434,61832,41328,2567184,16.89722,12.2222,25.18773,55.43748,0.2754861,7.131065,0.01513364
'2016-07-24 00:00:00',21520,620.3358,599.7802,0,24613,24144,68492,61866,2598808,18.17508,16.68347,24.41191,65.26996,0,7.218911,0.00341562
'2016-07-24 01:00:00',21521,600.8853,599.9481,0,24504,24273,72076,67484,2632059,19.09716,17.97086,24.37127,69.84692,0,7.311275,0.003432049
'2016-07-24 02:00:00',21522,619.9329,599.7436,0,24794,23884,77832,72074,2640647,20.38877,19.07941,24.38259,75.64121,0.01402778,7.335131,0.003752898
'2016-07-24 03:00:00',21523,600.3755,599.8229,0,24064,22348,83371,77613,2625543,19.99721,19.24018,23.21085,80.11548,0,7.293174,0.003341406
'2016-07-24 04:00:00',21524,600.1282,599.7711,0,22418,21466,86949,83332,2631253,19.57642,19.0415,21.88433,85.07099,0,7.309037,0.003280391
'2016-07-24 05:00:00',21525,600.1465,599.8932,0,21766,20964,88836,86.26,2642124,19.46338,18.96696,21.27291,87.54475,0,7.339233,0.00326004
'2016-07-24 06:00:00',21526,600.1404,599.7741,0,21466,20562,89792,88344,2652877,19.57742,18.78968,21.11083,88.93305,0,7.369102,0.00326082
'2016-07-24 07:00:00',21527,600.7265,599.7497,0,22.79,20392,90938,83375,2823.69,19.88458,18.79846,21.0015,89.10045,0.01208333,7.843583,0.006316849
'2016-07-24 08:00:00',21528,600.8425,599.9695,0,25976,22.8,83262,54931,3509344,20.5473,16.05356,24.84575,71.0722,0.3617361,9.748178,0.01838184
'2016-07-24 09:00:00',21529,619.9512,599.8412,0,28.57,25886,55678,46435,4165176,17.0222,15.4688,26.88129,51.36744,1.082361,11.56993,0.0620129
'2016-07-24 10:00:00',21530,620.0214,599826,0,29.81,27579,49605,38599,4724511,16.48481,13.76209,28.64642,44.97696,1.487638,13.12364,0.09350823
'2016-07-24 11:00:00',21531,620.0183,599.8565,0,31369,29,42326,32531,5197622,15.44629,12.87363,30.29582,37.30847,1.510347,14.43784,0.1106126
'2016-07-24 12:00:00',21532,620.3022,599.7344,0,32707,30951,35859,29605,5498202,14.78433,12.22438,31.71922,32.19786,1.709306,15.27278,0.1354556
'2016-07-24 13:00:00',21533,620.0427,599.9054,0,34085,31888,33556,28354,5208.77,14.92711,12.35779,32.8844,30.64483,1.479306,14.46881,0.1242951
'2016-07-24 14:00:00',21534,620.1313,599.8443,0,34614,31848,32865,27.97,4868044,14.83607,12.70639,33.38899,30.14047,1.677916,13.52235,0.1394684
'2016-07-24 15:00:00',21535,620.1588,599.8168,0,36242,33277,31224,26058,4843476,15.47501,13.0919,34.77579,28.67103,1.344305,13.4541,0.1202158
'2016-07-24 16:00:00',21536,620061,599.7589,0,35791,33257,31916,27.3,3895029,14.89433,13.41059,34.41214,29.29791,1.264166,10.81952,0.110541
'2016-07-24 17:00:00',21537,620.1771,599.8412,0,34914,32957,31.61,28485,3200147,14.89669,13.36645,33.75397,30.19542,1.176944,8.889298,0.1002507
'2016-07-24 18:00:00',21538,620.1099,599829,0,33017,32148,31857,30518,2606124,13.79753,13.01838,32.58655,31.01636,1.016111,7.239234,0.08453488
'2016-07-24 19:00:00',21539,619.9664,599.7344,0,32158,31458,34492,31.37,2522254,13.98039,13.04599,31.84393,32.84403,0.4622222,7.006261,0.0362637
'2016-07-24 20:00:00',21540,619.9725,599.7802,0,31.49,30859,38983,34384,2541469,15.34914,13.8962,31.16065,37.06956,0.7041667,7.059635,0.04760724
'2016-07-24 21:00:00',21541,600.9249,599.7466,0,30.9,28609,54517,38882,2556233,18573,15.29401,30.20828,43.68671,1.34132,7.100647,0.06943416
'2016-07-24 22:00:00',21542,620.4213,599.7375,0,28.58,26938,63621,54544,2534664,19.48369,18.53545,27.81967,58.47925,1.526598,7.040733,0.05366171
'2016-07-24 23:00:00',21543,620.4274,599.8412,0,26928,25827,73468,63648,2550.33,20.76777,19.47068,26.29666,69.10381,1085,7.084249,0.03080964
'2016-07-25 00:00:00',21544,619.9939,599.8107,0,25907,25474,77289,73438,2559467,21.26398,20.74189,25.71692,75.57861,1.17507,7.10963,0.02592046
'2016-07-25 01:00:00',21545,600.8608,599765,0,25496,24864,80592,77262,2552.61,21.36782,21.21054,25.26124,78.7364,0.5606945,7.090584,0.01377568
'2016-07-25 02:00:00',21546,620.3236,599765,0,24876,23852,85492,80.59,2539488,21.4011,21.15875,24.36686,82.8537,0.004166667,7.054132,0.003340372
'2016-07-25 03:00:00',21547,600.0549,599.7344,0,23852,22.93,88976,85488,2535932,21.3095,20.96011,23.29757,87.4398,0,7.044256,0.003215553
'2016-07-25 04:00:00',21548,600.0885,599.7619,0,23.02,22.81,89602,86156,2542536,21.18687,20.55302,22.91297,88.27119,0,7.0626,0.003207268
'2016-07-25 05:00:00',21549,600.7631,599.7344,0,23161,22.65,86.13,72744,2563423,20.57306,17.9924,22.8381,82.39084,0.04930556,7.120619,0.004056217
'2016-07-25 06:00:00',21550,619.9451,599.9329,0,23532,22448,72.64,69494,2593632,18.03228,17.11608,23.01731,70.89143,0.0620139,7.204534,0.005046401
'2016-07-25 07:00:00',21551,620.3389,599.8871,0,24234,22368,71904,63996,2792988,17.13128,16.71078,23.01379,68.56113,0.4224305,7.758299,0.01909599
