record,pressao_atm_max,pressao_atm_min,chuva_mm,temp_ar_max,temp_ar_min,umid_relat_max,umid_relat_min,rad_solar_total,temp_max,temp_min,temp_ar_media,umid_relat_media,vento_veloc,rad_solar_media,et0
23358,620.034,599.921,0,35.702,33.017,41.148,35.373,3588.37,19.3843,17.6298,34.2299,38.4752,2.76507,9.96769,0.188565
23359,620.113,599.677,0,35.873,33.787,39.263,34.323,3336.85,18.9276,17.1005,34.786,36.9391,2.8409,9.26903,0.198914
23360,620.131,599.795,0,35.962,33.027,39.206,34.029,2621.9,18.4032,17.1078,34.7759,36.0536,2.69715,7.28305,0.191346
23361,620.461,599.713,0,34.765,33.068,39.458,35.945,2258.9,17.797,17.0661,33.852,37.7275,2.83417,6.27473,0.190828
23362,620.192,599.857,0,33.027,30.47,46.35,39.404,1854.99,17.8085,17.3445,31.8018,42.6895,2.4734,5.15274,0.150234
23363,620.107,599.93,0,30.478,29,50.48,46.347,1869.38,17.7866,17.5201,29.7268,48.3784,2.26125,5.19272,0.0902802
23364,601.044,599.737,0,29,27.548,60.077,50.478,1936.28,19.1914,17.6875,28.2161,56.1891,2.21139,5.37855,0.0726845
23365,619.951,599.737,0,27.56,26.699,65.019,60.042,1989.36,19.6063,19.0412,27.1275,61.7336,1.59333,5.526,0.0497329
23366,620.324,599.841,0,26.678,25.646,72.16,65.074,2040.52,20.2982,19.5865,26.1627,68.4784,2.49028,5.6681,0.0534765
23367,619.875,599.765,0,25.656,24.876,79.562,72.216,2046.95,21.1247,20.2757,25.2637,75.8627,1.72757,5.68598,0.032171
23368,620.324,599.722,0,24.876,24.464,83.088,79.531,2064.9,21.5196,21.0941,24.6527,81.9626,1.72076,5.73582,0.0240382
23369,620.324,599.802,0,24.535,24.273,84.609,82.867,2040.15,21.5616,21.3563,24.4081,83.4753,1.4959,5.66708,0.0201796
23370,600.901,599.734,0,24.324,23.952,85.746,84.605,2025.47,21.631,21.3958,24.146,85.1815,1.53049,5.62632,0.0184024
23371,620.308,599.71,0,24.093,23.872,86.951,85.607,2030.16,21.6232,21.467,23.9999,86.1152,1.51889,5.63935,0.0172133
23372,620.302,599.71,0,23.912,23.562,88.48,86.945,1979.92,21.6615,21.548,23.7085,87.9596,1.07604,5.49977,0.0121918
23375,619.835,599.701,0,24.022,23.1,89.972,85.855,2131.68,21.6814,21.3594,23.3987,88.796,0.749305,5.92134,0.0127398
23376,620.263,599.722,0,25.856,23.972,85.777,74.376,2674.34,21.5968,20.7653,24.9429,80.0468,2.14354,7.42874,0.0443523
23377,620.327,599.795,0,28.388,25.897,74.832,58.889,3450.82,21.5513,19.2581,27.1449,67.6675,2.58604,9.58563,0.0849777
23378,620.385,599.719,0,30.34,27.188,62.099,49.778,3592.29,19.8778,18.5208,28.8122,56.1045,3.06167,9.97859,0.134256
23379,620.388,599.75,0,32.248,30.09,51.847,40.621,4259.27,19.6418,16.9438,31.1069,47.06,2.52896,11.8313,0.14476
23380,620.006,599.811,0,33.724,31.359,44.483,36.47,4399.81,18.5868,16.4515,32.6487,40.4326,2.69792,12.2217,0.175856
23381,620.107,599.841,0,34.882,32.668,40.451,30.776,4332.08,18.3101,15.1514,33.9362,35.7195,2.34055,12.0336,0.171335
23382,620.446,599.933,0,36.072,34.115,33.943,27.702,4107.82,17.0012,13.8536,35.0295,30.6083,2.14889,11.4106,0.173823
23383,620.153,599.747,0,36.491,34.645,30.619,24.088,3441.48,15.4702,12.3972,35.7486,26.7497,2.26493,9.55967,0.192236
23384,620.055,599.887,0,36.469,35.464,29.033,25.423,2678.34,15.0234,13.0092,35.9109,26.7171,1.87278,7.43983,0.161625
23385,620.171,599.792,0,35.921,34.794,29.159,24.9,2127.92,14.6894,12.5099,35.4578,27.0508,1.65222,5.91089,0.141841
23386,600.928,599.86,0,35.304,32.976,30.932,27.013,1900.98,13.9904,12.9955,34.0241,29.303,0.822917,5.28049,0.071864
23387,600.955,599.826,0,33.039,30.798,33.443,30.556,1862.72,13.571,12.7952,31.848,32.0874,0.0208333,5.17423,0.00455538
23388,620.092,599.945,0,30.791,28.048,58.189,33.441,1917.22,19.0828,12.8604,29.4363,49.7786,2.45292,5.3256,0.0919197
23389,620.034,599.722,0,28.04,26.266,65.367,58.216,2012.62,19.4719,19.0827,27.0434,62.716,2.38049,5.5906,0.0629136
23390,620.397,599.933,0,26.266,25.326,70.115,65.339,2033.34,19.5319,19.1702,25.7909,67.2626,1.83896,5.64817,0.0454334
23391,620.006,599.936,0,25.376,24.695,79.324,70.05,2045.89,20.901,19.4957,25.0574,75.1357,1.94062,5.68303,0.035386
23392,619.921,599.908,0,24.716,24.472,82.598,79.292,2066.91,21.384,20.8749,24.559,81.6471,2.01125,5.74142,0.0267711
23393,620.397,599.814,0,24.774,24.514,82.636,81.336,2057.98,21.4784,21.3342,24.6767,81.9224,2.26875,5.71662,0.0284107
23394,619.835,599.765,0,24.724,24.334,82.572,81.986,2039.94,21.4762,21.1395,24.511,82.3625,1.73472,5.66651,0.023546
23395,600.861,599.75,0,24.375,24.012,82.359,81.496,1971.38,21.1681,20.6708,24.2294,81.9018,1.54229,5.47606,0.0221776
23396,600.925,599.933,0,24.034,23.752,81.656,75.699,1951.76,20.6763,19.2269,23.9015,79.1376,2.04507,5.42156,0.0297926
23397,620.366,599.734,0,23.772,22.99,76.123,74.804,1861.12,19.2433,18.5565,23.4245,75.3728,1.35729,5.16979,0.0264412
23398,600.885,599.747,0,23.02,22.368,78.188,75.97,1741.19,18.5802,18.3618,22.6195,77.2288,0.170625,4.83664,0.00589996
23399,620.336,599.765,0,24.382,22.409,78.191,70.708,2159.48,18.7623,18.4315,23.1843,75.2366,0.736319,5.99856,0.0222061
23400,620.348,599.673,0,27.068,24.334,70.562,59.07,2851.45,18.8472,18.0123,25.5789,64.8459,1.46924,7.92069,0.0556177
23401,620.406,599.799,0,29.24,26.758,59.208,50.017,3481.01,18.4647,17.576,27.9352,54.6573,2.14604,9.66949,0.101725
23402,620.369,599.832,0,30.779,28.708,51.693,44.402,3967.72,18.2688,17.1765,29.6113,48.592,2.5766,11.0215,0.138448
23403,620.031,599.841,0,32.1,30.119,47.286,39.076,4256.98,17.9741,16.1672,31.2428,42.6479,2.94222,11.8249,0.177324
23404,600.952,599.78,0,34.396,31.56,41.526,32.955,4412,17.4902,15.0777,32.6465,37.1411,2.53354,12.2556,0.175619
23405,620.095,599.872,0,35.285,33.107,37.33,28.218,4368.65,16.7059,13.3413,34.303,31.6736,2.68389,12.1351,0.205246
23406,620.14,599.817,0,35.912,34.396,30.537,24.954,3880.13,14.9534,12.397,35.1242,27.2551,2.93209,10.7781,0.237162
23407,620.388,599.719,0,36.628,34.486,28.703,24.835,3345.51,14.5354,12.4946,35.7501,26.1458,2.0425,9.29309,0.176851
23408,620.055,599.826,0,36.411,34.984,29.142,25.308,2739.39,15.3726,12.5458,35.6854,26.8906,2.15736,7.60941,0.182229
23409,620.14,599.85,0,35.702,34.774,28.864,25.732,2305.68,14.483,12.861,35.3347,27.3435,1.80771,6.40467,0.153218
23410,600.983,599.75,0,34.774,33.136,31.39,28.125,1934.79,14.2154,13.5994,33.8841,29.9149,1.63167,5.37442,0.131355
23411,600.91,599.75,0,33.148,31.189,35.648,31.356,1931.17,14.2969,13.8294,32.2078,33.3053,0.288819,5.36435,0.0239943
23412,620.153,599.722,0,31.201,28.298,63.66,35.443,1996.5,20.7826,14.0924,29.6781,52.5573,1.89472,5.54583,0.0738014
23413,620.058,599.765,0,28.32,26.568,68.906,63.626,2061.57,20.9062,20.4082,27.2512,67.1722,2.08444,5.72658,0.0515202
23414,620.031,599.817,0,26.578,25.656,73.96,68.926,2042.87,20.694,20.4044,26.1004,71.3944,1.69049,5.67464,0.0381421
23415,619.93,599.933,0,25.656,25.014,77.66,73.934,2010.68,20.8865,20.6496,25.3307,75.8205,0.769306,5.58522,0.0185002
23416,619.86,599.857,0,25.014,24.494,81.203,77.625,2001.04,21.1082,20.8258,24.756,79.4017,1.50639,5.55844,0.0250076
23417,620.348,599.802,0,24.504,24.054,83.836,81.197,1996.33,21.233,21.0438,24.2948,82.5131,1.12146,5.54535,0.017552
23418,620.382,599.737,0,24.132,23.802,84.777,83.72,1972.4,21.2499,21.0813,23.9869,84.1702,0.86625,5.47889,0.0134579
23419,620.284,599.722,0,23.852,23.392,85.367,79.656,1906.95,21.0995,19.8339,23.6195,83.2425,0.76868,5.2971,0.0128716
23420,620.36,599.744,0,23.612,23.09,79.63,76.422,1919.26,19.876,18.8047,23.4007,77.3433,1.18069,5.33127,0.0223293
23421,600.116,599.698,0,23.11,22.268,77.957,76.6,1862.43,18.8168,18.1855,22.6408,77.4411,1.11819,5.17341,0.0209521
23422,620.272,599.795,0,23.132,22.058,77.562,67.324,1897.47,18.2041,16.7393,22.3033,74.9936,1.79646,5.27076,0.0310558
23423,620.433,599.933,0,25.014,23.08,67.348,58.867,2325.82,16.7289,16.1933,23.9851,62.5075,1.58153,6.46062,0.0595384
23424,620.388,599.756,0,26.818,24.864,59.396,51.652,2813.69,16.6216,15.9795,25.8028,55.9213,1.64125,7.81579,0.0750369
23425,620.324,599.765,0,29.01,26.418,52.158,44.422,3344.8,16.2332,15.4496,27.7412,48.3453,2.60993,9.29111,0.134182
23426,619.979,599.747,0,30.798,28.56,46.023,40.794,3876.63,16.5576,15.4207,29.3879,43.7475,2.91812,10.7684,0.166035
23427,619.924,599.734,0,32.199,29.76,43.995,36.486,4297.33,16.9301,15.1403,31.1841,39.9641,2.27,11.937,0.149263
23428,620.067,599.722,0,33.517,31.678,39.48,33.11,4568.36,16.5859,14.5897,32.4196,36.447,2.52208,12.6899,0.176404
23429,600.955,599.921,0,34.544,32.568,36.178,30.259,4505.58,16.2252,14.185,33.5987,32.5425,2.51535,12.5155,0.189952
23430,600.913,599.933,0,35.375,33.558,32.528,25.724,4088.85,15.3552,12.6405,34.5056,28.8989,2.49847,11.3579,0.200732
23431,620.079,599.737,0,35.873,34.275,29.588,24.539,3393.25,14.4317,11.9792,35.1523,26.3675,2.93299,9.42569,0.239128
23432,619.951,599.887,0,36.372,34.815,26.834,23.346,2730,13.6466,11.4909,35.4512,25.2174,2.40403,7.58333,0.204079
23433,619.96,599.86,0,35.694,34.316,26.714,23.195,2412.14,13.066,11.2764,34.9674,25.3542,1.9291,6.70039,0.165948
23434,620.14,599.799,0,34.474,33.007,27.722,25.302,2057.42,12.4437,11.5652,33.8669,26.2454,1.19674,5.71506,0.10477
23435,600.943,599.823,0,33.046,31.978,29.091,27.493,2049.89,12.0071,11.56,32.4815,28.1249,0.913889,5.69413,0.0678497
23436,620.107,599.734,0,32.06,27.9,57.068,28.923,2056.93,18.8134,11.7206,29.9166,44.3587,1.80986,5.71369,0.0840997
23437,620.031,599.82,0,27.919,26.288,64.216,57.095,2175.96,19.0272,18.589,26.9716,60.7138,1.90785,6.04433,0.0575056
23438,619.96,599.75,0,26.288,25.426,70.164,64.212,2235.29,19.6494,18.9939,25.8386,67.1709,1.51396,6.20913,0.040263
23439,620.006,599.854,0,25.466,24.854,73.984,70.128,2195.3,19.9592,19.5865,25.1862,72.1882,1.19771,6.09807,0.0288275
23440,619.921,599.725,0,24.876,24.343,76.66,73.949,2070.53,20.0555,19.8795,24.5711,75.5486,0.650278,5.75147,0.0163423
23441,619.905,599.734,0,24.362,23.792,78.714,76.65,2027.76,20.0411,19.7452,24.0454,77.5759,0.686459,5.63266,0.015536
23442,619.911,599.945,0,24.253,23.652,78.508,67.203,1984.27,19.8072,17.6756,23.9149,73.4579,0.450278,5.51187,0.0132019
23443,619.847,599.734,0,24.214,22.609,70.076,66.188,1863.97,17.8094,16.7349,23.5052,67.3991,0.162292,5.17769,0.00752909
23444,619.863,599.71,0,22.9,21.968,71.125,65.814,1766.82,16.8635,16.0656,22.4902,68.2798,0.149167,4.90782,0.00678149
23445,619.924,599.841,0,22.79,22.318,66.859,64.98,1831.53,16.0979,15.7772,22.5636,66.1418,0.492083,5.08758,0.0166591
23446,619.957,599.765,0,22.71,22.068,67.291,64.914,1839.54,15.839,15.6863,22.3993,66.053,0.202639,5.10983,0.00876
23447,600.91,599.872,0,25.516,22.52,65.544,57.241,2326.35,16.692,15.7455,23.8548,62.1089,0.288542,6.46209,0.0163255
23448,620.336,599.844,0,27.669,25.474,57.238,51.605,2920.54,17.0797,16.3764,26.5493,54.7082,1.70118,8.11261,0.0806721
23449,600.958,599.945,0,29.4,26.957,53.195,46.312,3491.29,17.124,16.3948,28.1298,49.9019,2.51583,9.69804,0.12777
23450,600.91,599.826,0,31.119,28.15,50.38,42.437,4201.04,17.5261,16.4249,29.4072,46.9593,2.72042,11.6696,0.148935
23451,619.908,599.768,0,33.058,30.279,45.052,33.455,4646.57,17.6815,14.3455,31.7053,39.8202,2.56444,12.9071,0.167879
23452,619.948,599.841,0,34.085,31.548,39.688,32.121,4578.91,16.8674,14.8544,32.8136,35.4801,2.48535,12.7192,0.178
23453,600.937,599.716,0,34.655,32.108,39.091,32.304,3809.98,17.1923,14.9784,33.3455,34.2874,2.74361,10.5833,0.19703
23454,600.943,599.908,0,35.453,32.699,37.564,32.23,3356.32,17.4671,15.2136,33.6238,34.9594,2.33792,9.3231,0.17017
23455,620.083,599.875,0,35.624,33.308,35.425,28.574,2977.06,16.2553,13.9808,34.2534,31.1218,2.06771,8.26961,0.162566
23456,620.07,599.908,0,35.612,33.158,33.912,28.109,2616.14,15.6865,14.0446,34.2223,30.9897,2.26965,7.26705,0.175776
23457,620.006,599.792,0,34.216,32.636,35.042,31.583,2318.89,15.5793,14.7304,33.4746,33.0779,2.07201,6.44137,0.155052
23458,600.958,599.768,0,33.238,32,38.055,34.335,2028.73,16.091,15.3408,32.5133,36.3309,1.61715,5.63536,0.116408
23459,620.101,599.777,0,32.218,28.85,58.878,37.613,2032.4,20.1465,15.739,30.5632,49.1654,2.61028,5.64555,0.0999996
23460,620.055,599.826,0,28.88,27.128,64.755,58.875,2135.06,20.0743,19.6546,28.0008,61.0923,2.43521,5.93071,0.0685296
23461,620.363,599.75,0,27.128,26.026,71.816,64.808,2091.59,20.5872,19.9405,26.5274,68.4771,1.46639,5.80999,0.0384941
23462,620.4,599.744,0,26.038,25.516,73.974,71.844,2044.95,20.6443,20.5002,25.6919,73.3235,1.42326,5.68043,0.031482
23463,619.936,599.673,0,25.596,25.196,75.691,73.531,2037.88,20.6415,20.493,25.4243,74.5084,1.61639,5.66078,0.0325842
23464,600.907,599.734,0,25.224,24.774,77.844,75.632,2012.04,20.6871,20.5797,25.0179,76.5975,1.80736,5.58899,0.031898
23465,619.945,599.713,0,24.825,24.613,78.566,77.496,1988.42,20.7364,20.53,24.7106,78.0546,1.8925,5.52339,0.0305955
23466,619.863,599.753,0,24.632,24.042,79.449,77.869,2018.78,20.5479,20.2235,24.2859,78.5843,2.34771,5.60773,0.0335606
23467,600.894,599.875,0,24.093,23.612,79.164,77.734,1966.5,20.2516,19.5841,23.855,78.7398,2.02257,5.46251,0.0300975
23468,620.339,599.78,0,23.712,23.02,79.52,77.609,1873.08,19.6013,19.2686,23.3794,78.4316,1.44076,5.203,0.0242817
23469,620.299,599.841,0,23.1,22.678,80.531,79.121,1849.83,19.3185,19.1481,22.9235,79.625,1.63701,5.1384,0.0246212
23470,620.287,599.933,0,22.678,22.308,82.039,80.466,1811.69,19.2144,19.0798,22.495,81.2715,0.839167,5.03248,0.0145152
23471,619.838,599.734,0,24.504,22.47,81.726,74.098,2372.89,19.7592,19.1782,23.4019,78.3921,0.445069,6.59136,0.0147291
23472,600.995,599.884,0,27.399,24.542,74.156,62.619,3014.77,20.0025,19.316,25.9264,68.47,1.30944,8.37436,0.0467163
23473,620.043,599.734,0,28.439,26.928,63.603,56.738,2928.65,19.9042,18.6196,27.5797,59.8535,2.7043,8.13514,0.107676
23474,619.939,599.765,0,29.6,27.328,59.738,52.308,3049.03,19.3097,18.527,28.6637,55.3267,2.79278,8.46953,0.125349
23475,619.994,599.789,0,32.168,28.92,53.072,44.377,3808.94,19.2036,17.9119,30.5513,48.7519,3.0875,10.5804,0.162663
23476,619.936,599.734,0,33.068,30.42,48.053,39.269,3760.34,18.9745,17.0268,31.8301,43.7515,2.75208,10.4454,0.16557
23477,619.921,599.734,0,34.066,31.688,42.441,35.021,3963.4,18.2691,16.3321,33.1203,38.1444,2.7325,11.0094,0.184866
23478,620.162,599.908,0,35.363,32.476,38.314,31.843,3288.04,17.9502,15.453,33.912,35.0277,2.34729,9.13343,0.171257
23479,620.006,599.924,0,35.554,32.878,36.735,30.999,3426.55,17.2691,15.4162,34.6001,33.4529,2.63681,9.51821,0.196171
23480,620.104,599.872,0,35.861,33.865,33.119,28.307,2668.98,16.2727,14.2872,35.0176,30.6721,2.4684,7.41383,0.192538
23481,619.911,599.734,0,35.433,34.265,32.122,28.562,2254.81,15.7633,14.0559,34.7819,30.3789,1.93979,6.26335,0.155078
23482,620.165,599.734,0,34.626,31.25,49.515,29.157,1883.38,19.4764,13.9991,33.1286,38.7201,2.74042,5.23162,0.179463
23483,620.324,599.811,0,31.25,29.109,57.971,49.511,1950.88,20.0223,19.4486,30.2563,53.6928,2.72424,5.41912,0.0928469
23484,620.058,599.734,0,29.1,27.309,65.273,57.906,2033.21,20.3079,19.9852,28.135,62.0778,2.34042,5.6478,0.0653832
23485,620.388,599.915,0,27.298,26.327,67.531,65.238,2018.08,20.2497,19.7026,26.7476,66.4806,1.76833,5.60578,0.046528
23486,620.397,599.75,0,26.346,25.756,67.781,64.66,1976.27,19.8226,18.7173,25.9895,66.1874,1.78181,5.48964,0.046126
23487,620.385,599.71,0,25.827,25.014,68.562,64.923,1932.54,18.9696,18.6487,25.418,66.7558,1.39125,5.36815,0.03777
23488,620.324,599.75,0,25.024,24.124,74.34,68.59,1901.9,19.3586,18.848,24.5714,71.8792,0.949305,5.28305,0.0240932
23489,620.369,599.872,0,24.132,23.392,80.109,74.332,1866.16,19.7982,19.2676,23.7689,77.2928,0.212986,5.18378,0.00699699
23490,620.348,599.774,0,23.452,22.71,82.828,79.972,1883.19,19.86,19.6273,23.1055,81.3677,0.222292,5.2311,0.00624902
23491,620.314,599.795,0,23.01,22.57,82.953,78.308,1846.65,19.676,18.9362,22.7576,81.1051,0.478681,5.12958,0.010082
23492,620.327,599.737,0,23.141,22.52,79.438,72.535,1833.14,19.0145,17.9166,22.6928,76.4454,0.487639,5.09204,0.0121779
23493,600.885,599.811,0,23.132,22.068,76.746,72.41,1813.94,17.9384,17.7311,22.5113,74.6874,0.511319,5.03872,0.013304
23494,600.861,599.734,0,22.148,21.616,78.836,76.564,1756.2,17.9241,17.7401,21.8438,77.8,0,4.87835,0.00233505
23495,600.922,599.921,0,24.273,21.798,78.406,69.613,2283.97,18.4485,17.8905,23.0883,74.0017,0.285903,6.34437,0.0125226
23496,620.226,599.82,0,26.699,24.154,69.734,58.032,2900.42,18.6271,17.5823,25.3912,63.8306,1.6991,8.05673,0.0640228
23497,619.945,599.826,0,29.18,26.366,59.489,50.587,3585.88,18.6175,17.5477,27.8281,54.7269,2.43764,9.96077,0.112673
23498,600.965,599.722,0,30.689,28.529,52.287,46.113,4025.35,18.4819,17.3946,29.4664,49.6366,2.57437,11.1815,0.13543
23499,620.046,599.734,0,32.029,29.859,48.294,42.634,3945.69,18.4305,17.3663,30.7535,45.8034,2.59792,10.9602,0.149703
23500,619.972,599.734,0,33.546,30.59,45.609,37.904,4377.87,18.3451,16.9867,32.0677,41.786,2.81174,12.1608,0.176171
23501,620.058,599.762,0,34.566,31.858,42.523,35.212,3970.01,18.3156,16.6128,32.9499,39.2223,2.11653,11.0278,0.146094
23502,620.021,599.719,0,35.113,32.726,39.962,33.482,3923.63,18.0918,15.9956,34.0192,35.9567,2.34194,10.899,0.170199
23503,619.969,599.75,0,35.583,33.167,35.367,31.136,3294.23,17.5216,15.3841,34.5348,33.4897,2.32931,9.15064,0.175783
23504,620.305,599.881,0,35.751,33.177,35.613,30.694,2545.28,16.9283,15.4372,34.3561,33.3606,1.80097,7.07023,0.138894
23505,620.095,599.75,0,34.416,32.847,36.029,33.228,1977.93,16.744,15.3432,33.2762,34.8988,1.80799,5.49424,0.132782
23506,619.936,599.74,0,33.136,32.207,36.357,34.224,1820.29,15.7329,15.1942,32.7351,35.1826,1.59125,5.05636,0.116724
23507,620.11,599.85,0,32.207,30.298,40.326,36.214,1787.9,15.5068,15.1789,31.256,38.0954,0.318611,4.96639,0.023804
23508,620.275,599.795,0,30.85,28.098,62.486,39.689,1909.64,20.3031,15.2403,29.2453,56.1703,1.93625,5.30454,0.0684817
23509,620.006,599.857,0,28.089,26.796,67.434,62.546,1976.27,20.3018,20.1912,27.3256,65.2863,1.47861,5.48965,0.0432213
23510,620.049,599.811,0,26.808,25.968,70.466,67.434,1961.78,20.3313,20.1639,26.366,69.1128,0.846319,5.44938,0.0252521
23511,620.348,599.814,0,25.976,25.376,73.646,70.404,1921.31,20.3576,20.1167,25.684,71.6948,0.830139,5.33696,0.0225975
23512,619.86,599.71,0,25.416,24.954,77.621,73.613,1931.36,20.8251,20.3398,25.1891,75.5312,1.40111,5.36488,0.0282527
23513,619.887,599.78,0,24.986,24.273,81.844,77.535,1943.04,21.0579,20.7596,24.6111,79.849,0.978472,5.39734,0.0182589
23514,620.424,599.789,0,24.284,23.782,84.392,81.804,1860.48,21.0984,20.9221,23.9889,83.3421,0.291528,5.16801,0.00687989
23515,620.299,599.878,0,23.842,23.191,86.785,84.322,1791.95,21.0893,20.774,23.5287,85.4698,0.210278,4.97763,0.00516721
23516,620.363,599.832,0,23.552,23.03,86.016,84.984,1793.92,21.03,20.4986,23.3165,85.4168,0.359375,4.9831,0.00695912
23517,619.851,599.765,0,23.05,21.846,88.656,85.402,1684.09,20.5455,19.7935,22.3636,87.0947,0,4.67802,0.00223396
23519,600.836,599.945,0,24.716,21.386,90.062,70.105,2147.19,20.6725,18.8571,22.849,84.4316,0.0347917,5.96441,0.00551801
23520,620.29,599.747,0,27.478,24.604,69.926,54.611,2823.58,19.1531,17.3316,26.1901,61.8803,1.90472,7.84329,0.0747664
23521,620.339,599.716,0,30.041,27.309,55.777,46.935,3477.42,17.9685,16.977,28.8354,50.3957,2.23451,9.65949,0.116404
23522,619.921,599.792,0,31.659,29.201,48.894,41.591,4114.64,17.9323,16.5721,30.4297,45.0534,2.56792,11.4296,0.149637
23523,620.427,599.765,0,32.758,30.47,45.367,37.318,4530.91,17.8615,15.8473,31.7558,40.616,2.62368,12.5858,0.168868
23524,620.037,599.765,0,34.566,32.048,40.255,33.226,4438.59,17.1176,15.2173,33.0382,36.4697,2.64889,12.3294,0.185461
23525,620.458,599.841,0,35.822,32.857,37.066,29.35,4541.96,17.2908,14.6738,34.5519,32.9243,2.21958,12.6165,0.172664
23526,620.131,599.777,0,36.401,33.916,33.232,26.698,4183.92,16.7693,13.8647,35.411,29.6759,2.27771,11.622,0.186353
23527,620.11,599.722,0,36.699,35.244,29.172,24.89,3533.67,15.0606,12.97,36.0877,26.6714,2.16528,9.81574,0.186188
23528,620.092,599.826,0,37.228,35.563,26.428,22.736,2959.96,13.9608,12.0783,36.36,24.746,1.92055,8.22211,0.171314
23529,600.934,599.728,0,36.718,35.494,25.39,23.279,2401.29,13.075,12.0492,36.1127,24.229,1.77035,6.67025,0.158665
23530,600.965,599.765,0,36.261,34.076,26.754,23.216,2023.52,12.9861,11.5326,35.0938,25.0619,1.6041,5.62088,0.140805
23531,600.919,599.844,0,34.066,32.158,31.52,26.613,2023.61,13.2384,12.1487,32.9283,28.8545,0.979236,5.62115,0.0716349
23532,620.385,599.844,0,32.357,28.138,60.42,31.45,2093.25,19.8678,13.1862,29.6227,53.7058,2.44222,5.81459,0.0852142
23533,620.385,599.786,0,28.15,26.498,68.438,60.416,2190.67,20.2511,19.7549,27.3158,64.0147,1.84972,6.0852,0.0522868
23534,619.924,599.765,0,26.488,25.615,75.078,68.371,2246.25,20.9316,20.1805,26.061,71.5135,1.98993,6.23959,0.0423167
23535,620.388,599.783,0,25.626,25.014,78.644,75.07,2134.72,21.0962,20.7732,25.3055,76.8224,1.25146,5.92979,0.0251435
23536,619.893,599.811,0,25.044,24.554,80.531,78.609,2032.17,21.1124,20.9328,24.7857,79.535,1.08743,5.64492,0.0200673
23537,619.875,599.795,0,24.574,24.194,81.96,80.527,1942.24,21.0384,20.908,24.338,81.4488,0.676111,5.39511,0.0131017
23538,620.385,599.75,0,24.253,23.672,83.434,81.617,1888.16,20.9442,20.6979,23.9381,82.6285,0.195208,5.24488,0.00565959
23539,619.893,599.771,0,23.672,23.201,84.902,83.398,1810.67,20.7648,20.4872,23.4364,84.2026,0.174583,5.02963,0.00494613
23540,620.333,599.753,0,23.232,22.71,85.506,84.613,1765.03,20.5418,20.0763,23.0028,85.1288,0,4.90287,0.00234511
23541,619.811,599.857,0,22.75,21.888,87.375,84.964,1697.86,20.1698,19.6121,22.2446,86.2629,0,4.71627,0.00224971
23542,600.116,599.857,0,22.338,22.027,86.21,80.617,1730.72,19.6493,18.8071,22.1571,82.8282,0.00972222,4.80756,0.00245315
23543,619.823,599.841,0,24.214,22.348,80.625,72.373,2300.18,19.2345,18.7844,23.4002,76.298,0.565625,6.38939,0.0181471
23544,620.363,599.795,0,27.638,24.194,72.33,54.216,2996.92,19.0974,17.372,25.7543,63.2312,2.04479,8.32477,0.0762452
23545,620.397,599.75,0,29.77,27.368,54.45,44.875,3588.91,17.7235,16.4311,28.4233,50.598,2.46368,9.96918,0.124869
23546,600.925,599.734,0,30.93,29.029,47.558,40.713,4213.18,17.0813,15.693,29.9741,43.9966,2.06014,11.7033,0.126052
23547,620.028,599.896,0,32.546,30.32,43.251,34.892,4617.23,16.5691,14.7381,31.4008,38.6382,2.29125,12.8256,0.154802
23548,619.921,599.829,0,34.265,32,38.898,31.278,4627.66,16.4201,14.429,33.1293,34.2993,2.17722,12.8546,0.16295
23549,620.101,599.908,0,35.822,32.328,35.378,26.596,4474.74,15.8857,13.6173,34.5025,30.4354,2.38979,12.4298,0.190042
23550,620.089,599.89,0,35.992,34.265,31.837,25.947,4018.59,15.2154,13.0472,35.18,28.0712,2.24437,11.1627,0.186984
23551,619.985,599.902,0,36.58,34.882,30.24,25.866,3539.95,15.4647,13.4364,35.8257,27.3866,1.90889,9.83319,0.164595
23552,620.067,599.829,0,36.628,35.404,28.742,25.884,2978.11,14.9012,13.5204,35.9915,27.1959,1.96812,8.27252,0.168671
23553,620.122,599.826,0,36.74,35.154,29.207,25.707,2625.92,15.0027,13.3841,35.964,27.6785,1.85757,7.29421,0.158436
23554,600.955,599.713,0,35.472,33.167,33.042,28.738,2042.04,14.9092,14.4946,34.423,30.7013,1.5,5.67234,0.121732
23555,620.055,599.887,0,33.218,30.708,52.733,32.626,2068.33,19.9669,14.5448,32.5453,35.8997,1.05701,5.74536,0.068371
23556,620.021,599.857,0,30.66,27.518,66.861,52.855,2192.84,20.8474,19.9515,28.9764,60.3467,2.88229,6.09124,0.0796483
23557,620.397,599.713,0,27.528,25.956,73.158,66.861,2294.57,21.2398,20.4171,26.5893,71.2288,2.54229,6.37382,0.0504058
23558,619.957,599.774,0,25.997,25.384,73.172,71.328,2113.02,20.4912,20.1643,25.6514,72.0198,2.02854,5.86951,0.0414898
23559,600.922,599.826,0,25.396,24.806,76.312,73.172,2034.3,20.4556,20.2363,25.1416,74.7058,1.74604,5.65084,0.0337251
23560,619.933,599.908,0,24.915,24.514,79.75,76.25,1966.43,20.836,20.3464,24.7161,77.9643,1.2984,5.4623,0.0240809
23561,620.406,599.945,0,24.523,24.214,82.105,79.656,1951.28,21.0122,20.7642,24.3666,80.977,1.65542,5.42021,0.0243556
